id,side,bucket,text,query
42212,right,proc . acm sigmod workshop on combining declarative and,"COL title VAL specific features of a deductive object-oriented database language ã?ã?ã ? ã?ã ? COL authors VAL k yokota , h tsuda , y morita COL venue VAL proc . acm sigmod workshop on combining declarative and COL year VAL ",specific features of a deductive object-oriented database language ã?ã?ã ? ã?ã ? k yokota proc . acm sigmod workshop on combining declarative and
23672,right,"sigmod rec ,","COL title VAL mt zsu . issues in data stream management COL authors VAL l golab COL venue VAL sigmod rec , COL year VAL ","mt zsu . issues in data stream management l golab sigmod rec ,"
39306,right,"discrete and computational geometry ,","COL title VAL nearest neighbor queries in metric spaces COL authors VAL kl clarkson COL venue VAL discrete and computational geometry , COL year VAL 1999.0","nearest neighbor queries in metric spaces kl clarkson discrete and computational geometry ,"
29867,right,"proceedings of the 1981 acm sigmod international conference & hellip ; ,","COL title VAL fundamentals of data element definition COL authors VAL rm curtice COL venue VAL proceedings of the 1981 acm sigmod international conference & hellip ; , COL year VAL 1981.0","fundamentals of data element definition rm curtice proceedings of the 1981 acm sigmod international conference & hellip ; ,"
4711,right,"proc . acm sigmod conf. , tucson , az , may ,","COL title VAL pull for broadcast data COL authors VAL s acharya , m franklin , s zdonik , b push COL venue VAL proc . acm sigmod conf. , tucson , az , may , COL year VAL ","pull for broadcast data s acharya proc . acm sigmod conf. , tucson , az , may ,"
22625,right,vldb journal ( may,"COL title VAL integrated document prefetching and caching in hierarchical storage based on markov-chain COL authors VAL a kraiss , g weikum COL venue VAL vldb journal ( may COL year VAL ",integrated document prefetching and caching in hierarchical storage based on markov-chain a kraiss vldb journal ( may
1025,right,"the academy of management review ,","COL title VAL the architecture of simplicity COL authors VAL d miller COL venue VAL the academy of management review , COL year VAL 1993.0","the architecture of simplicity d miller the academy of management review ,"
35798,right,"ibm research report , ibm almaden research center , january ,","COL title VAL an efficient indexing method for partitioned data COL authors VAL d choy , c mohan COL venue VAL ibm research report , ibm almaden research center , january , COL year VAL ","an efficient indexing method for partitioned data d choy ibm research report , ibm almaden research center , january ,"
9729,right,"md ,","COL title VAL discovering multi-level classification rules in platelet transfusion databases , university of COL authors VAL m taylor COL venue VAL md , COL year VAL ","discovering multi-level classification rules in platelet transfusion databases , university of m taylor md ,"
63049,right,"data engineering , 2004 . proceedings . 20th international","COL title VAL raccoon : a peer-based system for data integration and sharing COL authors VAL c li , j li , q zhong COL venue VAL data engineering , 2004 . proceedings . 20th international COL year VAL ","raccoon : a peer-based system for data integration and sharing c li data engineering , 2004 . proceedings . 20th international"
34046,right,"proc . 23rd conf . very large databases ,","COL title VAL geo/environmentalandmedicaldatamanagement in the rasdaman system COL authors VAL p baumann , p furtado , r ritsch , n andwidmann COL venue VAL proc . 23rd conf . very large databases , COL year VAL ","geo/environmentalandmedicaldatamanagement in the rasdaman system p baumann proc . 23rd conf . very large databases ,"
34858,right,"bt technology journal ,","COL title VAL video codingâ ?? techniques , standards and applications COL authors VAL mw whybray , gd morrison , pj mulroy COL venue VAL bt technology journal , COL year VAL 1997.0","video codingâ ?? techniques , standards and applications mw whybray bt technology journal ,"
56612,right,"proc . acm sigmod workshop on data description , access and & hellip ; ,","COL title VAL an approach to implementing a relational data base management system COL authors VAL jb rothnie COL venue VAL proc . acm sigmod workshop on data description , access and & hellip ; , COL year VAL ","an approach to implementing a relational data base management system jb rothnie proc . acm sigmod workshop on data description , access and & hellip ; ,"
35592,right,"proc . of acm sigmod ,","COL title VAL lazy evaluation of active xml queries COL authors VAL s abiteboul , o benjelloun , b cautis , i manolescu , COL venue VAL proc . of acm sigmod , COL year VAL ","lazy evaluation of active xml queries s abiteboul proc . of acm sigmod ,"
45127,right,"proc . of sigmod conf ,","COL title VAL implementation of magic sets in starburst COL authors VAL is mumick , h pirahesh COL venue VAL proc . of sigmod conf , COL year VAL ","implementation of magic sets in starburst is mumick proc . of sigmod conf ,"
25768,right,"proc . llth international conf . on vldb ,","COL title VAL an evaluation of buffer replacement strategies for relational database systems COL authors VAL h chou , d dewitt COL venue VAL proc . llth international conf . on vldb , COL year VAL ","an evaluation of buffer replacement strategies for relational database systems h chou proc . llth international conf . on vldb ,"
13063,right,"proceedings of the 1997 acm sigmod international conference & hellip ; ,","COL title VAL languages for multi-database interoperability COL authors VAL f gingras , lvs lakshmanan , in subramanian , d COL venue VAL proceedings of the 1997 acm sigmod international conference & hellip ; , COL year VAL 1997.0","languages for multi-database interoperability f gingras proceedings of the 1997 acm sigmod international conference & hellip ; ,"
64259,right,"acm transactions on database systems ( tods ) ,","COL title VAL source acm transactions on database systems ( tods ) archive COL authors VAL rw taylor COL venue VAL acm transactions on database systems ( tods ) , COL year VAL 1983.0","source acm transactions on database systems ( tods ) archive rw taylor acm transactions on database systems ( tods ) ,"
55464,right,proc .,"COL title VAL on the computation of multidimensional aggregates COL authors VAL sa bit971 , r agrawal , p deshpande , a gupta , j COL venue VAL proc . COL year VAL ",on the computation of multidimensional aggregates sa bit971 proc .
38406,right,"int . conf . on management of data ( sigmod ) ,","COL title VAL d angers of replication and a solution COL authors VAL j gray , p helland , poâ ?? neil , d shasha COL venue VAL int . conf . on management of data ( sigmod ) , COL year VAL ","d angers of replication and a solution j gray int . conf . on management of data ( sigmod ) ,"
38402,right,"technical report tr-97-03 , dsl/serc , indian institute of science","COL title VAL robust real-time index concurrency control COL authors VAL s narayanan , b goyal , j haritsa , s seshadri COL venue VAL technical report tr-97-03 , dsl/serc , indian institute of science COL year VAL ","robust real-time index concurrency control s narayanan technical report tr-97-03 , dsl/serc , indian institute of science"
19179,right,proceedings of the acm sigmod international conference on,"COL title VAL a query languageand optimizationtechnieques for unstructured data COL authors VAL p buneman , s davidson , g hillebrand , d suciu COL venue VAL proceedings of the acm sigmod international conference on COL year VAL ",a query languageand optimizationtechnieques for unstructured data p buneman proceedings of the acm sigmod international conference on
4575,right,tutorial vldb,"COL title VAL managing financial time series data : object-relational and object database systems COL authors VAL l molesky , m caruso COL venue VAL tutorial vldb COL year VAL ",managing financial time series data : object-relational and object database systems l molesky tutorial vldb
21922,right,proc . acm sigmod int . conf . management,"COL title VAL efficiently supporting ad hoc queries in large datasets of time sequences COL authors VAL kf jagadish , h faloutsos COL venue VAL proc . acm sigmod int . conf . management COL year VAL ",efficiently supporting ad hoc queries in large datasets of time sequences kf jagadish proc . acm sigmod int . conf . management
32152,right,"submitted for publication ,","COL title VAL scalable query processing in dynamic and open environments : an approach based on information COL authors VAL e mena , v kashyap , a illarramendi , a sheth COL venue VAL submitted for publication , COL year VAL ","scalable query processing in dynamic and open environments : an approach based on information e mena submitted for publication ,"
52306,right,"vldb ,","COL title VAL materialized view selection in a multidimensional database COL authors VAL e baralis , s paraboschi , e teniente COL venue VAL vldb , COL year VAL 1997.0","materialized view selection in a multidimensional database e baralis vldb ,"
29067,right,proc . 20th int . conf . on very large data,"COL title VAL 1994 . the impact of global clustering on spatial database systems COL authors VAL t brinkho , hp kriegel COL venue VAL proc . 20th int . conf . on very large data COL year VAL ",1994 . the impact of global clustering on spatial database systems t brinkho proc . 20th int . conf . on very large data
2170,right,"european law journal ,","COL title VAL guest editorial COL authors VAL z bankowski , a scott , f snyder COL venue VAL european law journal , COL year VAL 1998.0","guest editorial z bankowski european law journal ,"
14827,right,"acm sigmod record , march ,","COL title VAL implementation of data abstraction in the relational system , ingres COL authors VAL j ongâ ? ¦ COL venue VAL acm sigmod record , march , COL year VAL ","implementation of data abstraction in the relational system , ingres j ongâ ? ¦ acm sigmod record , march ,"
17431,right,computer,COL title VAL dynamic routing strategies for wdm networks COL authors VAL j spath COL venue VAL computer COL year VAL ,dynamic routing strategies for wdm networks j spath computer
36969,right,"proceedings of the 25th international conference on very & hellip ; ,","COL title VAL an adaptive hybrid server architecture for client caching odbmss COL authors VAL k voruganti , mt ã?zsu , rc unrau COL venue VAL proceedings of the 25th international conference on very & hellip ; , COL year VAL 1999.0","an adaptive hybrid server architecture for client caching odbmss k voruganti proceedings of the 25th international conference on very & hellip ; ,"
33235,right,"ieee transactions on fuzzy systems ,","COL title VAL mining fuzzy association rules in a bank-account database COL authors VAL wh au , kcc chan COL venue VAL ieee transactions on fuzzy systems , COL year VAL 2003.0","mining fuzzy association rules in a bank-account database wh au ieee transactions on fuzzy systems ,"
28228,right,"& hellip ; - driven evaluation . new directions for program evaluation , & hellip ; ,","COL title VAL pattern matching and program theory COL authors VAL w trochim COL venue VAL & hellip ; - driven evaluation . new directions for program evaluation , & hellip ; , COL year VAL ","pattern matching and program theory w trochim & hellip ; - driven evaluation . new directions for program evaluation , & hellip ; ,"
45271,right,"proceedings of the 12th vldb ,","COL title VAL a study of index structures for main memory database management systems COL authors VAL tjlmj carey COL venue VAL proceedings of the 12th vldb , COL year VAL ","a study of index structures for main memory database management systems tjlmj carey proceedings of the 12th vldb ,"
4315,right,"proceedings of the 2005 acm sigmod international conference & hellip ; ,","COL title VAL meta-data version and configuration management in multi-vendor environments COL authors VAL jr friedrich COL venue VAL proceedings of the 2005 acm sigmod international conference & hellip ; , COL year VAL 2005.0","meta-data version and configuration management in multi-vendor environments jr friedrich proceedings of the 2005 acm sigmod international conference & hellip ; ,"
45957,right,"proc . acm-sigmod int . conf . on management of data ,","COL title VAL â ?? on extending the relational database system COL authors VAL rl haskin , ra lorie COL venue VAL proc . acm-sigmod int . conf . on management of data , COL year VAL ","â ?? on extending the relational database system rl haskin proc . acm-sigmod int . conf . on management of data ,"
37555,right,"technical report , stanford university , february ,","COL title VAL tutorial , '' COL authors VAL s goldschmidt , h davis , t introduction COL venue VAL technical report , stanford university , february , COL year VAL ","tutorial , '' s goldschmidt technical report , stanford university , february ,"
17151,right,"& hellip ; of the acm international conference on management of data ( & hellip ; ,","COL title VAL dynamic itemset countingand implication rules for market basket data COL authors VAL s brin , r motwani , j ullman , s tsur COL venue VAL & hellip ; of the acm international conference on management of data ( & hellip ; , COL year VAL ","dynamic itemset countingand implication rules for market basket data s brin & hellip ; of the acm international conference on management of data ( & hellip ; ,"
55108,right,"proceedings of the 23rd vldb conference , athens , greece ,","COL title VAL laks vs lakshmanan . a foundation for multi-dimensional database COL authors VAL m gyssens COL venue VAL proceedings of the 23rd vldb conference , athens , greece , COL year VAL ","laks vs lakshmanan . a foundation for multi-dimensional database m gyssens proceedings of the 23rd vldb conference , athens , greece ,"
51928,right,"acm tods ,","COL title VAL query processing in sdd-i : a system for distributed databases COL authors VAL pa bernstein , n goodman , e wang , c reeve , jb COL venue VAL acm tods , COL year VAL ","query processing in sdd-i : a system for distributed databases pa bernstein acm tods ,"
62155,right,"msc thesis , department of computer science , federal university","COL title VAL an approach to storing semistructured data in relational databases COL authors VAL kv magalhaes COL venue VAL msc thesis , department of computer science , federal university COL year VAL ","an approach to storing semistructured data in relational databases kv magalhaes msc thesis , department of computer science , federal university"
34609,right,"proc . of vldb ,","COL title VAL ã cents â ? ¬ aggregate-query processing in data warehousing environmentsã cents â ? ¬ â ? cents COL authors VAL a gupta , v harinarayan , d quass COL venue VAL proc . of vldb , COL year VAL ","ã cents â ? ¬ aggregate-query processing in data warehousing environmentsã cents â ? ¬ â ? cents a gupta proc . of vldb ,"
2364,right,"proc . of the acm sigmod conference ,","COL title VAL roussoploulos . adaptiveselectivity estimation using query feedback COL authors VAL cm chenandn COL venue VAL proc . of the acm sigmod conference , COL year VAL ","roussoploulos . adaptiveselectivity estimation using query feedback cm chenandn proc . of the acm sigmod conference ,"
43107,right,"acm transactions on database systems ( 2 ) ,","COL title VAL database buer paging in virtual storage systems COL authors VAL t lang , c wood , e fernandez COL venue VAL acm transactions on database systems ( 2 ) , COL year VAL ","database buer paging in virtual storage systems t lang acm transactions on database systems ( 2 ) ,"
45724,right,"proceedings of the 25th international conference on very & hellip ; ,","COL title VAL aqua : a fast decision support systems using approximate query answers COL authors VAL s acharya , pb gibbons , v poosala COL venue VAL proceedings of the 25th international conference on very & hellip ; , COL year VAL 1999.0","aqua : a fast decision support systems using approximate query answers s acharya proceedings of the 25th international conference on very & hellip ; ,"
5555,right,"proceedings , international conference on management of data & hellip ; ,","COL title VAL chain : operator scheduling for memory minimization in stream systems COL authors VAL b brian , b shivnath , d mayur , m rajeev COL venue VAL proceedings , international conference on management of data & hellip ; , COL year VAL ","chain : operator scheduling for memory minimization in stream systems b brian proceedings , international conference on management of data & hellip ; ,"
29415,right,"technical report , dwq , ntua , greece ,","COL title VAL t. : '' a survey on logical models for olap databases COL authors VAL ps vassiliadis COL venue VAL technical report , dwq , ntua , greece , COL year VAL ","t. : '' a survey on logical models for olap databases ps vassiliadis technical report , dwq , ntua , greece ,"
19455,right,"proceedings of the 1993 acm sigmod conference washington dc ,","COL title VAL mining association rules between sets of items in large databases 1993 . 10p COL authors VAL r agrawal , t imielinski , a swami COL venue VAL proceedings of the 1993 acm sigmod conference washington dc , COL year VAL ","mining association rules between sets of items in large databases 1993 . 10p r agrawal proceedings of the 1993 acm sigmod conference washington dc ,"
50829,right,"the association for geographical information yearbook ,","COL title VAL global databases and gis COL authors VAL dw rhind COL venue VAL the association for geographical information yearbook , COL year VAL ","global databases and gis dw rhind the association for geographical information yearbook ,"
48103,right,"proc . of acm sigmetrics ,","COL title VAL why the web COL authors VAL fd smith , fh campos , f jeffay COL venue VAL proc . of acm sigmetrics , COL year VAL ","why the web fd smith proc . of acm sigmetrics ,"
39361,right,"proceedings of the 14th acm international conference on & hellip ; ,","COL title VAL effects of web document evolution on genre classification COL authors VAL es boese , ae howe COL venue VAL proceedings of the 14th acm international conference on & hellip ; , COL year VAL 2005.0","effects of web document evolution on genre classification es boese proceedings of the 14th acm international conference on & hellip ; ,"
45743,right,sigmod,COL title VAL treasurer 's message COL authors VAL j hammer COL venue VAL sigmod COL year VAL 2000.0,treasurer 's message j hammer sigmod
63259,right,"proceedings of the 12th annual acm international conference & hellip ; ,","COL title VAL content-based retrieval in gene expression databases COL authors VAL t syeda-mahmood COL venue VAL proceedings of the 12th annual acm international conference & hellip ; , COL year VAL 2004.0","content-based retrieval in gene expression databases t syeda-mahmood proceedings of the 12th annual acm international conference & hellip ; ,"
42446,right,"vldb journal ,","COL title VAL architecture and design of the eks deductive database system COL authors VAL p bayer , a lefebvre , l vieille COL venue VAL vldb journal , COL year VAL ","architecture and design of the eks deductive database system p bayer vldb journal ,"
30368,right,"proc . acm sigmod conf ,","COL title VAL data accessforthemasses through oledb COL authors VAL j blakeley COL venue VAL proc . acm sigmod conf , COL year VAL ","data accessforthemasses through oledb j blakeley proc . acm sigmod conf ,"
37488,right,"proceedings of the 1993 acm sigmod international conference & hellip ; ,","COL title VAL source international conference on management of data archive COL authors VAL p buneman , s jajodia COL venue VAL proceedings of the 1993 acm sigmod international conference & hellip ; , COL year VAL 1993.0","source international conference on management of data archive p buneman proceedings of the 1993 acm sigmod international conference & hellip ; ,"
62323,right,"proc . acm sigmod int . conf . management of data , dallas , tx , & hellip ; ,","COL title VAL continuously adaptive query processingâ ?? COL authors VAL arh jmâ ?? eddies COL venue VAL proc . acm sigmod int . conf . management of data , dallas , tx , & hellip ; , COL year VAL ","continuously adaptive query processingâ ?? arh jmâ ?? eddies proc . acm sigmod int . conf . management of data , dallas , tx , & hellip ; ,"
23534,right,"proc . int . conf . on management of data , san francisco ,","COL title VAL architecture and implementation of the darmstadt database kernel system . acm-sigmod COL authors VAL hb paulâ ? ¦ COL venue VAL proc . int . conf . on management of data , san francisco , COL year VAL ","architecture and implementation of the darmstadt database kernel system . acm-sigmod hb paulâ ? ¦ proc . int . conf . on management of data , san francisco ,"
