id,side,bucket,text,query
21122556,left,_none,"COL brand VAL  COL title VAL Fujifilm INSTAX Mini Monochrome Instant Film (10 Exposures) COL description VAL The Fujifilm INSTAX Mini Monochrom Instant Filmresponds to the increasingly sophisticated demands of users, enabling them to expand the artistic potential of their photographic expression and adding a further dimension to fun-to-use Instax cameras and films. This film is ISO 800 and designed for balanced tonality and fine grain in... COL price VAL 9.95 COL priceCurrency VAL USD",Fujifilm INSTAX Mini Monochrome Instant Film (10 Exposures)
62891962,left,_none,COL brand VAL  COL title VAL (C13T693500) EPSONSCT3000 UltraChrome XD Matte Black COL description VAL  COL price VAL  COL priceCurrency VAL ,(C13T693500) EPSONSCT3000 UltraChrome XD Matte Black
64607522,left,Manfrotto,COL brand VAL Manfrotto COL title VAL Manfrotto MVH500AH Lightweight Video Head with Flat Base COL description VAL The Manfrotto MVH500AH is a lightweight head with a wider platform for HDSLR bodies which has a sliding plate which travels to balance the latest interchangeable lens cameras. COL price VAL 115 COL priceCurrency VAL GBP,Manfrotto Manfrotto MVH500AH Lightweight Video Head with Flat Base
29929454,left,Traveler's Company,COL brand VAL Traveler's Company COL title VAL Traveler's Company 002. GRID REFILL MIDORI TRAVELER'S NOTEBOOK COL description VAL  COL price VAL 3.50 COL priceCurrency VAL GBP,Traveler's Company Traveler's Company 002. GRID REFILL MIDORI TRAVELER'S NOTEBOOK
80753512,left,Logitech,"COL brand VAL Logitech COL title VAL Logitech® HD Webcam C310 - USB COL description VAL HD Video Calls, 5-megapixel snapshots, Built-in mic with noise reduction, Automatic light correction COL price VAL 39.948 COL priceCurrency VAL GBP",Logitech Logitech® HD Webcam C310 - USB
36027066,left,Garmin,COL brand VAL Garmin COL title VAL Orologio Garmin Fenix 6 010-02157-11 Fēnix 6X Sapphire COL description VAL High grade multisport GPS smartwatch COL price VAL 849.99 COL priceCurrency VAL EUR,Garmin Orologio Garmin Fenix 6 010-02157-11 Fēnix 6X Sapphire
35737919,left,Cooler Master,"COL brand VAL Cooler Master COL title VAL Cooler Master MasterLiquid ML120L V2 RGB All In One Liquid CPU Cooler COL description VAL Cooler Master MasterLiquid ML120L V2 RGB, 120mm All-in-One Hydro CPU Cooler, 120mm PWM Fan, RGB LEDs, Aluminium/Copper COL price VAL 59.99 COL priceCurrency VAL GBP",Cooler Master Cooler Master MasterLiquid ML120L V2 RGB All In One Liquid CPU Cooler
84875057,left,Corsair,COL brand VAL Corsair COL title VAL 8GB Corsair ValueSelect DDR4-2133 DIMM CL15 Single COL description VAL  COL price VAL 33.99 COL priceCurrency VAL ,Corsair 8GB Corsair ValueSelect DDR4-2133 DIMM CL15 Single
21506250,left,Audio-Technica,COL brand VAL Audio-Technica COL title VAL Casti Hi-Fi Audio-Technica ATH-AD500X COL description VAL  COL price VAL 599 COL priceCurrency VAL RON,Audio-Technica Casti Hi-Fi Audio-Technica ATH-AD500X
14576497,left,GIGABYTE,"COL brand VAL GIGABYTE COL title VAL Placa video Gigabyte Radeon RX 5500 XT OC 8GB GDDR6, 128-bit COL description VAL Garantie 36 luni COL price VAL 1143.99 COL priceCurrency VAL RON","GIGABYTE Placa video Gigabyte Radeon RX 5500 XT OC 8GB GDDR6, 128-bit"
53426556,left,LaCie,COL brand VAL LaCie COL title VAL LaCie 4TB Rugged Thunderbolt / USB-C Mobile HDD COL description VAL  COL price VAL 1059.0 COL priceCurrency VAL AED,LaCie LaCie 4TB Rugged Thunderbolt / USB-C Mobile HDD
81948691,left,_none,"COL brand VAL  COL title VAL RAP-B-224-1U RAM Mounts 3.3\"" Diameter Suction Cup Base with 1\"" Composite Ball COL description VAL RAM Mounts793442904721RAP-B-224-1U RAM Mounts 3.3\"" Diameter Suction Cup Base with 1\"" Composite BallThe RAP-B-224-1U, composite twist lock mount consists of a 3.25\"" rubber base that is connected to the (RAP-B-238U), composite diamond base with 1\"" rubber ball. The suction cup is designed to have an extra strong hold on any smooth non-porous surface, but for best results, mount the suction cup on a glass or non-porous plastic surface.Material:High Strength CompositeBall Size:1\"" Rubber Ball \""B\"" SizeNote:The \""U\"" in the part number reflects product packaged in poly bag.Weight:0.24 lbs. COL price VAL 16.49 COL priceCurrency VAL USD","RAP-B-224-1U RAM Mounts 3.3\"" Diameter Suction Cup Base with 1\"" Composite Ball"
26786850,left,Daniel Wellington horloges,COL brand VAL Daniel Wellington horloges COL title VAL Daniel Wellington Horloge Classic Sheffield Rose DW00100036 COL description VAL Daniel Wellington Horloge Classic Sheffield Rose DW00100036 COL price VAL 135.20 COL priceCurrency VAL EUR,Daniel Wellington horloges Daniel Wellington Horloge Classic Sheffield Rose DW00100036
18666720,left,Corsair,COL brand VAL Corsair COL title VAL Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case COL description VAL Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case COL price VAL 179.99 COL priceCurrency VAL USD,Corsair Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case
16154426,left,iiyama,"COL brand VAL iiyama COL title VAL iiyama Prolite 27\"" XUB2792QSU-B1 WQHD IPS Monitor Tilt/Swivel/Pivot COL description VAL 27\"" iiyama Prolite XUB2792 WQHD IPS Monitor, 2560x1440, 5ms, 350cd/m2, DP/HDMI/DVI Speakers COL price VAL 254.48 COL priceCurrency VAL GBP","iiyama iiyama Prolite 27\"" XUB2792QSU-B1 WQHD IPS Monitor Tilt/Swivel/Pivot"
50005399,left,Corsair,COL brand VAL Corsair COL title VAL CORSAIR 8Gbx1 DDR4 3000Mhz Ram CMK8GX4M1D3000C16 VENGEANCE LPX Gaming RAM COL description VAL CORSAIR 8Gbx1 DDR4 3000Mhz Ram CMK8GX4M1D3000C16 VENGEANCE LPX Gaming RAM COL price VAL 0 COL priceCurrency VAL TRY,Corsair CORSAIR 8Gbx1 DDR4 3000Mhz Ram CMK8GX4M1D3000C16 VENGEANCE LPX Gaming RAM
55157414,left,Samsung,COL brand VAL Samsung COL title VAL Samsung CLT-K406S Black Original Standard Yield Toner Cartridge COL description VAL  COL price VAL 72.71 COL priceCurrency VAL USD,Samsung Samsung CLT-K406S Black Original Standard Yield Toner Cartridge
62287971,left,Western Digital (WDC),"COL brand VAL Western Digital (WDC) COL title VAL Western Digital (WDC) 250GB 2.5\"" SATA SSD Blue 7mm Cased COL description VAL  COL price VAL 95.59 COL priceCurrency VAL EUR","Western Digital (WDC) Western Digital (WDC) 250GB 2.5\"" SATA SSD Blue 7mm Cased"
45946412,left,Maxxis,"COL brand VAL Maxxis COL title VAL Maxxis Maxxis High Roller II Tire: 27.5 x 2.50\"", Folding, 60tpi, 3C MaxxTerra, EXO, Tubeless Ready, Wide Trail, Black COL description VAL  COL price VAL 85.00 COL priceCurrency VAL USD","Maxxis Maxxis Maxxis High Roller II Tire: 27.5 x 2.50\"", Folding, 60tpi, 3C MaxxTerra, EXO, Tubeless Ready, Wide Trail, Black"
48102422,left,Razer,"COL brand VAL Razer COL title VAL Razer Viper Mini Ultra-Lightweight USB RGB Optical Gaming Mouse (RZ01-03250100-R3M1) COL description VAL Razer Viper Mini Ultra-Lightweight USB Optical Gaming Mouse, 8500 DPI OPTICAL SENSOR, 6 PROGRAMMABLE BUTTONS, 100% PTFE MOUSE FEET, ON-BOARD MEMORY PROFILE COL price VAL 44.952 COL priceCurrency VAL GBP",Razer Razer Viper Mini Ultra-Lightweight USB RGB Optical Gaming Mouse (RZ01-03250100-R3M1)
12615558,left,Logitech,"COL brand VAL Logitech COL title VAL Logitech H570e Monaural USB Headset COL description VAL Logitech H570e USB Headset, PC Compatible. USB Cable. Monaural Headset COL price VAL  COL priceCurrency VAL ",Logitech Logitech H570e Monaural USB Headset
73315956,left,Asus,COL brand VAL Asus COL title VAL Asus MBTUF B450M-Plus Gaming / AM4 / B450 / m.2 / mATX COL description VAL MB Asus TUF B450M-Plus Gaming / AM4 / B450 / m.2 / mATX COL price VAL 111.95 COL priceCurrency VAL EUR,Asus Asus MBTUF B450M-Plus Gaming / AM4 / B450 / m.2 / mATX
62242632,left,Epson,COL brand VAL Epson COL title VAL Epson Blekk Svart T7031 L - WP4000/4500 COL description VAL  COL price VAL 445 COL priceCurrency VAL NOK,Epson Epson Blekk Svart T7031 L - WP4000/4500
88773659,left,Fuji,COL brand VAL Fuji COL title VAL Fuji Fuji Instax Square Film 1-Pack COL description VAL Instax Square Film 1-Pack COL price VAL 16.99 COL priceCurrency VAL USD,Fuji Fuji Fuji Instax Square Film 1-Pack
31373426,left,Swiss Military Hanowa,COL brand VAL Swiss Military Hanowa COL title VAL Relógio Swiss Military Hanowa06-4307.30.007 Undercover Multifunction COL description VAL Swiss Made Gents Watch with Day-Date COL price VAL 169.95 COL priceCurrency VAL EUR,Swiss Military Hanowa Relógio Swiss Military Hanowa06-4307.30.007 Undercover Multifunction
12432797,left,Canon,COL brand VAL Canon COL title VAL Canon 24-70mm f/2.8L II USM EF Lens COL description VAL  COL price VAL  COL priceCurrency VAL ,Canon Canon 24-70mm f/2.8L II USM EF Lens
21463573,left,Kingston,COL brand VAL Kingston COL title VAL Kingston HyperX Fury 4GB DDR3 1600MHz CL10 Ram COL description VAL Bellek TipiDDR3Bellek Soket TipiDIMMalma HzPC-12800 (1600Mhz)Kapasitesi4 GBKullanmPCGaranti Sresi24 AyPin Says240 Pin DIMMSoutucuVar COL price VAL 248.51 COL priceCurrency VAL TRY,Kingston Kingston HyperX Fury 4GB DDR3 1600MHz CL10 Ram
37007640,left,Life Extension,"COL brand VAL Life Extension COL title VAL Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg COL description VAL 100 mg, 60 soft-gels | Item# 01426Ultra-absorbable CoQ10 benefits cell energy, heart & brain healthOur patented ubiquinol is highly bioavailable, which means it’s easy for the body to absorb. Combined with PrimaVie® shilajit the rate of absorption increases to help promote the body’s youthful cellular energy production.Non-GMO$46.50Multi-Unit Discount Available4 units @ $39.00 | Save 16%10 units @ $36.00 | Save 22%Available versions:50 mg30 softgels$15.00100 softgels$43.50100 mg30 softgels$24.7560 softgels$46.50200 mcg30 softgels$44.25 COL price VAL 46.50 COL priceCurrency VAL USD",Life Extension Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg
51733905,left,Shimano,COL brand VAL Shimano COL title VAL Shimano Shimano Cs-R8000 Cassette 11-28t Ultegra 11-Speed COL description VAL CASSETTE SPROCKET COL price VAL 117.99 COL priceCurrency VAL AUD,Shimano Shimano Shimano Cs-R8000 Cassette 11-28t Ultegra 11-Speed
97168711,left,_none,"COL brand VAL  COL title VAL Corsair Carbide SPEC-OMEGA RGB Black ATX Cube Case, Tempered Glass Window, No PSU, 2x USB 3.0, HD Audio, 2x HD120 RGB Fan / Lighting Node PRO pre-installed COL description VAL Corsair Carbide SPEC-OMEGA RGB Black ATX Cube Case, Tempered Glass Window, No PSU, 2x USB 3.0, HD Audio, 2x HD120 RGB Fan / Lighting Node PRO pre-installed COL price VAL 269.00 COL priceCurrency VAL AUD","Corsair Carbide SPEC-OMEGA RGB Black ATX Cube Case, Tempered Glass Window, No PSU, 2x USB 3.0, HD Audio, 2x HD120 RGB Fan / Lighting Node PRO pre-installed"
26301462,left,Sigma,COL brand VAL Sigma COL title VAL Sigma 35mm F1.4 DG Art HSM EOS Mount Lens COL description VAL Sigma 35mm F1.4 DG Art HSM EOS Mount Lens COL price VAL 1059 COL priceCurrency VAL AUD,Sigma Sigma 35mm F1.4 DG Art HSM EOS Mount Lens
45759535,left,Audemars Piguet,"COL brand VAL Audemars Piguet COL title VAL Pre-Owned Audemars Piguet Royal Oak Chronograph 26331ST.OO.1220ST.03 COL description VAL Pre-Owned Audemars Piguet Royal Oak Chronograph (26331STOO1220ST03) self - winding automatic watch, features a 41mm stainless steel case sur...Read More COL price VAL 33900.00 COL priceCurrency VAL USD",Audemars Piguet Pre-Owned Audemars Piguet Royal Oak Chronograph 26331ST.OO.1220ST.03
90391225,left,_none,"COL brand VAL  COL title VAL TUF GAMING X570-PLUS Desktop Motherboard - AMD Chipset - Socket AM4 COL description VAL AMD AM4 X570 ATX gaming motherboard with PCIe 4.0, dual M.2, 14 Dr. MOS power stages, HDMI, DP, SATA 6Gb/s, USB 3.2 Gen 2 and Aura Sync RGB lighting AMD AM4 Socket: Ready for 2nd and 3rd Gen AMD Ryzen™ processors Enhanced Power Solution: 12+2 Dr. MOS power stages, 6-layer PCB, ProCool sockets, military-grade TUF components, and Digi+ VRM for maximum durability Comprehensive Cooling: Active chipset heatsink, VRM heatsink, M.2 heatsink, hybrid fan headers and Fan Xpert 4 Next-Gen Connectivity: Dual PCIe 4.0 M.2, USB 3.2 Gen 2 ports, exclusive Realtek® L8200A Gigabit Ethernet, TUF LANGuard and TurboLAN technology Realtek S1200A Codec: Pristine audio quality with unprecedented 108dB signal-to-noise ratio for stereo line-out and 103dB SNR for line-in Aura Sync RGB: Synchronize LED lighting with a vast portfolio of compatible PC gear, including addressable RGB strips TUF Gaming Alliance: ASUS hardware ecosystem ensures the best cGeneral Information Manufacturer: ASUS Computer International Manufacturer Part Number: TUF GAMING X570-PLUS Brand Name: TUF Product Model: GAMING X570-PLUS Product Name: GAMING X570-PLUS Desktop Motherboard Product Type: Desktop Motherboard Processor & Chipset Chipset Manufacturer: AMD Total Processor Supported: 1 Processor Socket: Socket AM4 Processor Supported: Ryzen 7, Ryzen 7 PRO, Ryzen 5, Ryzen 5 PRO, Ryzen 3, Ryzen 3 PRO, Ryzen 9 Memory Number of Memory Slots: 4 Memory Form Factor: DIMM, UDIMM Maximum Memory: 128 GB Memory Technology: DDR4 SDRAM I/O Controller Controller Type: Serial ATA/600 RAID Supported: Yes RAID Levels: 0, 1, 10 Video Onboard Video: CPU Dependent Video Audio Audio Channels: 7.1 Network & Communication Gigabit Ethernet: Yes I/O Expansions Number of Total Expansion Slots: 5 Total Number of PCI Express Slots: 5 Number of PCI Express x1 Slots: 3 Number of PCI Express x16 Slots: 2 Interfaces/Ports Total Number of USB Ports: 7 S/PDIF: Yes HDMI: Yes DisplayPort: Yes Onboard Interfaces Number of SATA Interfaces: 8 Number of M.2 Interfaces: 2 Total Number of Onboard USB Ports: 6 Physical Characteristics Form Factor: ATX Width: 12\"" Depth: 9.6\"" Miscellaneous Package Contents: GAMING X570-PLUS Desktop Motherboard User's Manual I/O Shield 2 x SATA 6Gb/s cable(s) 1 x M.2 Screw Package 1 x Supporting DVD 1 x TUF GAMING Sticker 1 x TUF Certification card(s) Environmentally Friendly: Yes Environmental Certification: RoHS Warranty Limited Warranty: 3 Year COL price VAL 181.69 COL priceCurrency VAL USD",TUF GAMING X570-PLUS Desktop Motherboard - AMD Chipset - Socket AM4
33653915,left,Epson,"COL brand VAL Epson COL title VAL Epson A4/Premium Semiglossy Photo, 20 sheets COL description VAL Epson A4/Premium Semiglossy Photo, 20 sheetsThe genuine Epson ink and genuine Epson paper are specifically designed for the demanding requirements of the Epson printers. After all, only the combination of the three components printer ink or toner (laser printer) and paper ensures the highest quality and reliability.GeneralNameEpson A4/Premium Semiglossy Photo, 20 sheetsSKUEPS041332EAN0010343829978MPNC13S041332FeaturesType finishSatinPrint media weight251 g/m²Media weight251 g/m²Sheets per pack20Colour of productWitPaper sizeA4Other featuresMedia sheets per package20 velMedia size (1 slide)A4Dimensions (WxDxH)243 x 230 x 5 mmWeight450 gPackaging dataPackage weight450 gPackage width243 mmPackage depth230 mmPackage height5 mmdecorateTable('product-attribute-specs-table');Event.observe(window, 'load', function() {var table = $('product-attribute-specs-table');var specs = table.select('.spec');function removeActive(){table.select('.title a.active, .title span.active[data-href]').each(function(title,i){title.removeClassName('active');});}function activateMenu(title, table){if(!title.hasClassName('active')) {if (title.hasAttribute('href')) {table.select('.' + title.readAttribute('href').substr(1)).invoke('show');}if (title.hasAttribute('data-href')) {table.select('.' + title.readAttribute('data-href').substr(1)).invoke('show');}}title.addClassName('active')}table.select('.title a, .title span[data-href]').each(function(title,i){title.observe('click',function(e){e.preventDefault();specs.invoke('hide');removeActive();activateMenu(title, table);});if (i==0) {activateMenu(title, table);}});}); COL price VAL 18.28 COL priceCurrency VAL GBP","Epson Epson A4/Premium Semiglossy Photo, 20 sheets"
50007186,left,_none,"COL brand VAL  COL title VAL Hard disk server HP Hot-Plug SC Enterprise SAS 6G 900GB 10000 RPM 2.5"" COL description VAL HDD Server HP 900GB 6G SAS 10K Rpm SFF 2.5"" SC Enterprise 3yr Warranty Hard Drive COL price VAL 1616.8100 COL priceCurrency VAL RON","Hard disk server HP Hot-Plug SC Enterprise SAS 6G 900GB 10000 RPM 2.5"""
36868284,left,Crucial,COL brand VAL Crucial COL title VAL Crucial Crucial Memory 4GB DDR3L 1600 1.35V SODIMM Retail CT51264BF160BJ COL description VAL  COL price VAL 64.99 COL priceCurrency VAL CAD,Crucial Crucial Crucial Memory 4GB DDR3L 1600 1.35V SODIMM Retail CT51264BF160BJ
24927054,left,Epson,"COL brand VAL Epson COL title VAL Epson S050189 Cyan, High Capacity Toner Cartridge COL description VAL High Capacity Cyan Toner Cartridge for Epson Aculaser C1100, CX11N, CX11NF Printer.SpecificationsManufacturer:... COL price VAL 107.51 COL priceCurrency VAL USD","Epson Epson S050189 Cyan, High Capacity Toner Cartridge"
44884689,left,GIGABYTE,COL brand VAL GIGABYTE COL title VAL Gigabyte AORUS GeForce RTX™ 2080 Ti XTREME 11G COL description VAL Features Powered by GeForce® RTX 2080 Ti Integrated with 11GB GDDR6 352-bit memory interface WINDFORCE Stack 3X 100mm Fan Cooling System with RGB light reinvented 7 Video Outputs Metal Back Plate with RGB AORUS LOGO Illumination Built for Extreme Overclocking 16+3 Power Phases 4 Years Warranty (Online registration required) Core Clock 1770 MHz (Reference Card : 1545 MHz) COOLING SYSTEM AORUS COL price VAL 108000 COL priceCurrency VAL INR,GIGABYTE Gigabyte AORUS GeForce RTX™ 2080 Ti XTREME 11G
88168633,left,Epson,COL brand VAL Epson COL title VAL Epson Papir Photo Premium Glossy 13X18cm 30-ark 255G COL description VAL  COL price VAL 85 COL priceCurrency VAL DKK,Epson Epson Papir Photo Premium Glossy 13X18cm 30-ark 255G
45880639,left,TP-Link,COL brand VAL TP-Link COL title VAL TP-Link Omada AC1200 Wireless Dual Band Gigabit Outdoor Access Point COL description VAL TP-Link Omada AC1200 Wireless Dual Band Gigabit Outdoor Access Point COL price VAL 144 COL priceCurrency VAL AUD,TP-Link TP-Link Omada AC1200 Wireless Dual Band Gigabit Outdoor Access Point
3447561,left,Maxxis,"COL brand VAL Maxxis COL title VAL Maxxis Maxxis, High Roller II, Tire, 29''x2.30, Folding, Tubeless Ready, Dual, EXO, 60TPI, Black COL description VAL  COL price VAL 88.00 COL priceCurrency VAL CAD","Maxxis Maxxis Maxxis, High Roller II, Tire, 29''x2.30, Folding, Tubeless Ready, Dual, EXO, 60TPI, Black"
7383991,left,Canon,"COL brand VAL Canon COL title VAL Canon PG-545 Black Original Ink Cartridge, E Zezë COL description VAL Per Printerat: Canon Pixma IP2800, Canon Pixma MG2555, Canon Pixma MG3053, Canon Pixma IP2850, Canon Pixma MG2900, Canon Pixma MX490, Canon Pixma MG2400, Canon Pixma MG2940, Canon Pixma MX494, Canon Pixma MG2450, Canon Pixma MG2950, Canon Pixma MX495 Canon Pixma MG2455, Canon Pixma MG3000, Canon Pixma TS3150, Canon Pixma MG2500, Canon Pixma MG3050, Canon Pixma TS3151, Canon Pixma MG2550, Canon Pixma MG3051, Canon Pixma MG2550 S, Canon Pixma MG3052 COL price VAL 2600 COL priceCurrency VAL ALL","Canon Canon PG-545 Black Original Ink Cartridge, E Zezë"
98600039,left,Cooler Master,COL brand VAL Cooler Master COL title VAL Cooler Master MasterLiquid ML120R ARGB AIO Cooler COL description VAL Cooler Master MasterLiquid ML120R ARGB AIO Cooler available to buy online from PC Case Gear – Australia’s Premier Online PC Store. COL price VAL 129 COL priceCurrency VAL AUD,Cooler Master Cooler Master MasterLiquid ML120R ARGB AIO Cooler
50789754,left,Hydro Flask,"COL brand VAL Hydro Flask COL title VAL Hydro Flask 32 oz. Wide Mouth 2.0 Flex Cap Hibiscus COL description VAL Hydro Flask 32 oz. Wide Mouth 2.0 Flex Cap Hibiscus in Medicine Hat, Alberta, Canada COL price VAL 40.79 COL priceCurrency VAL CAD",Hydro Flask Hydro Flask 32 oz. Wide Mouth 2.0 Flex Cap Hibiscus
53451198,left,RAM Mounts,"COL brand VAL RAM Mounts COL title VAL RAM Torque 28mm-38mm Handlebar & Rail Base 1.5\"" Ball COL description VAL  COL price VAL 41.95 COL priceCurrency VAL AUD","RAM Mounts RAM Torque 28mm-38mm Handlebar & Rail Base 1.5\"" Ball"
12389785,left,Maxxis,"COL brand VAL Maxxis COL title VAL Maxxis Maxxis, Minion DHR2, Tire, 29''x2.40, Folding, Tubeless Ready, 3C Maxx Grip, 2-ply, Wide Trail, 60TPI, Black COL description VAL  COL price VAL 90.00 COL priceCurrency VAL USD","Maxxis Maxxis Maxxis, Minion DHR2, Tire, 29''x2.40, Folding, Tubeless Ready, 3C Maxx Grip, 2-ply, Wide Trail, 60TPI, Black"
87322400,left,Kingston,COL brand VAL Kingston COL title VAL HyperX Predator 16GB - PC4-26600 - DIMM COL description VAL Predator 16GB 3333MHz DDR4 Kit COL price VAL 109.00 COL priceCurrency VAL EUR,Kingston HyperX Predator 16GB - PC4-26600 - DIMM
42516046,left,TP-Link,COL brand VAL TP-Link COL title VAL TP-Link EAP225 Outdoor Access Point COL description VAL  COL price VAL 949 COL priceCurrency VAL SEK,TP-Link TP-Link EAP225 Outdoor Access Point
47784049,left,Maxxis,"COL brand VAL Maxxis COL title VAL Maxxis Minion DHR II 29\"" DD/3C/TR COL description VAL Minion DHR II 29 x 2.35 tubeless ready tyre with Double down casing and 3C Maxx Terra.For our full range of Bike Accessories visit Evans Cycles COL price VAL £69.99 COL priceCurrency VAL GBP","Maxxis Maxxis Minion DHR II 29\"" DD/3C/TR"
3223487,left,SAMSUNG,"COL brand VAL SAMSUNG COL title VAL SAMSUNG 970 EVO PLUS M.2 2280 500GB PCIe Gen 3.0 x4, NVMe 1.3 V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-V7S500B/AM COL description VAL SAMSUNG 970 EVO PLUS M.2 2280 500GB PCIe Gen 3.0 x4, NVMe 1.3 V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-V7S500B/AM COL price VAL 89.99 COL priceCurrency VAL USD","SAMSUNG SAMSUNG 970 EVO PLUS M.2 2280 500GB PCIe Gen 3.0 x4, NVMe 1.3 V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-V7S500B/AM"
18865753,left,Sony,"COL brand VAL Sony COL title VAL Sony SEL24240 FE 24-240mm f/3.5-6.3 OSS Zoom Lens for Mirrorless Cameras COL description VAL A full-frame24mm to 240mm zoom range allows this one lens to cover an extensive variety of shooting situations with 10x effective zoom range, making it ideal for landscape, snapshots, portraits and travel where reducing luggage is a priority. The ability to switch from wide angle to telephoto without having to change lenses also means that more of those fleeting moments that make great shots will be captured. The advanced optics include 5 a spherical elements and 1 ED glass element, achieving hi COL price VAL 998.00 COL priceCurrency VAL USD",Sony Sony SEL24240 FE 24-240mm f/3.5-6.3 OSS Zoom Lens for Mirrorless Cameras
27021728,left,FujiFilm,COL brand VAL FujiFilm COL title VAL Fujinon Lens XF 23mm F1.4 R COL description VAL Fujinon Lens XF 23mm F1.4 R COL price VAL 1319 COL priceCurrency VAL AUD,FujiFilm Fujinon Lens XF 23mm F1.4 R
91980346,right,_none,COL brand VAL  COL title VAL Ubiquiti UniFi AC Pro 5-pack UAP-AC-PRO-5 Ubiquiti COL description VAL  COL price VAL 561.00 COL priceCurrency VAL EUR,Ubiquiti UniFi AC Pro 5-pack UAP-AC-PRO-5 Ubiquiti
10229909,right,Epson,COL brand VAL Epson COL title VAL Epson Tinte schwarz-photo f. R3000 COL description VAL  COL price VAL 27.28 COL priceCurrency VAL EUR,Epson Epson Tinte schwarz-photo f. R3000
1367517,right,Samsung,"COL brand VAL Samsung COL title VAL Samsung 860 PRO 1TB SSD 2-bit MLC V-NAND SATA III 6Gb/s 2.5 Internal Solid State Drive COL description VAL 860 PRO 1TB SSD 2-bit MLC V-NAND SATA III 6Gb/s 2.5 Internal Solid State Drive. Get industry-leading reliability with the 860 PRO. Powered by the latest V-NAND technology and a robust algorithm-based controller, it readily handles heavy workloads of high-end PCs, workstations and NAS (Network Attached Systems) to give lasting assurance to gamers, IT and creative professionals. COL price VAL 299.99 COL priceCurrency VAL USD",Samsung Samsung 860 PRO 1TB SSD 2-bit MLC V-NAND SATA III 6Gb/s 2.5 Internal Solid State Drive
25725051,right,AMD,"COL brand VAL AMD COL title VAL AMD Ryzen 5 2600X - 4.25 GHz - 6-core - 12 threads - 19 MB cache - Socket AM4 - Box COL description VAL IcecatLive.getDatasheet('#IcecatLive',{'UserName': 'rosedoyle', 'Brand':'AMD','ProductCode':'YD260XBCAFBOX'},'en', 200);SpecificationsGeneralProduct TypeProcessorProcessorType / Form FactorAMD Ryzen 5 2600XNumber of Cores6-coreNumber of Threads12 threadsCache19 MBCache Memory Details19 MBProcessor Qty1Clock Speed4.25 GHzCompatible Processor SocketSocket AM4Thermal Design Power95 WMiscellaneousIncluded AccessoriesAMD Wraith Spire CoolerPackage TypeAMD Processor in a Box (PIB) COL price VAL 296.39 COL priceCurrency VAL EUR",AMD AMD Ryzen 5 2600X - 4.25 GHz - 6-core - 12 threads - 19 MB cache - Socket AM4 - Box
93651578,right,Crucial,"COL brand VAL Crucial COL title VAL Crucial BX500 480GB SSD Micron 3D NAND SATA III 6Gb/s 2.5 Internal Solid State Drive COL description VAL BX500 480GB SSD Micron 3D NAND SATA III 6Gb/s 2.5 Internal Solid State Drive. Ever wonder why your phone responds faster than your computer? It's because your phone runs on flash memory. Add flash to your laptop or desktop computer with the Crucial BX500 SSD, the easiest way to get all the speed of a new computer without the price. Accelerate everything. COL price VAL 59.99 COL priceCurrency VAL USD",Crucial Crucial BX500 480GB SSD Micron 3D NAND SATA III 6Gb/s 2.5 Internal Solid State Drive
87459276,right,Dymo,COL brand VAL Dymo COL title VAL Dymo 12mm Black On Red D1 Tape (45017) COL description VAL Dymo S0720570 from The Dymo Shop. 45017 Black On Red - Red- 12mm. COL price VAL 11.69 COL priceCurrency VAL GBP,Dymo Dymo 12mm Black On Red D1 Tape (45017)
73315956,right,Asus,COL brand VAL Asus COL title VAL Asus MBTUF B450M-Plus Gaming / AM4 / B450 / m.2 / mATX COL description VAL MB Asus TUF B450M-Plus Gaming / AM4 / B450 / m.2 / mATX COL price VAL 111.95 COL priceCurrency VAL EUR,Asus Asus MBTUF B450M-Plus Gaming / AM4 / B450 / m.2 / mATX
48293393,right,Gigabyte,"COL brand VAL Gigabyte COL title VAL Gigabyte NVIDIA GeForce GTX 1650 4GB D6 OC Turing Graphics Card COL description VAL Gigabyte GeForce GTX 1650 D6 OC 4GB GDDR6 Graphics Card, 896 Core, 1635MHz Boost COL price VAL 148.99 COL priceCurrency VAL GBP",Gigabyte Gigabyte NVIDIA GeForce GTX 1650 4GB D6 OC Turing Graphics Card
88945662,right,Corsair,"COL brand VAL Corsair COL title VAL Corsair Vengeance LPX 16GB(2x8GB) COL description VAL Corsair Vengeance LPX 16GB(2x8GB) 3200MHz CL16 COL price VAL €67,00 COL priceCurrency VAL ",Corsair Corsair Vengeance LPX 16GB(2x8GB)
