id,brand,title,description,price,priceCurrency,text
9507325,,Kšiltovka New Era Clean Trucker 2 New York Yankees,,544,CZK,COL brand VAL  COL title VAL Kšiltovka New Era Clean Trucker 2 New York Yankees COL description VAL  COL price VAL 544 COL priceCurrency VAL CZK
16398395,,6TB - Seagate Enterprise Ironwolf Pro SATA - ST6000NE000,"[shortdesc]Seagate IronWolf Pro ST6000NE000 (REPLACES ST6000NE0023) 6TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5\"" Internal Hard Drive Bare Drive.7200 RPM 256MB CacheSATA 6.0Gb/sEnterprise NAS Hard Drives[/shortdesc][additional]GENERALInterfaceSATA 6Gb/sBytes per Sector512Buffer Size256MBWeight23.98 ozManufacturerSeagate TechnologyMISCELLANEOUSMTBF1200000 secINTERFACE PROVIDEDQty1Storage InterfaceSerial ATA-600EXPANSION & CONNECTIVITYInterfaces1 x SATA 6 Gb/sHARD DRIVEForm Factor3.5\""Spindle Speed7200 rpmFeatures24x7 availability, AgileArray, Hot-Plug Support, rotation vibration sensorHard Drive Typeinternal hard driveForm Factor (Short)3.5\""Form Factor (metric)8.9 cmForm Factor (Short) (metric)8.9 cmStorage InterfaceSerial ATA-600InterfaceSerial ATA-600Average Latency4.16 msData Transfer Rate600 MBpsInternal Data Rate214 MBpsBuffer Size256MBBytes per Sector512 HzNon-Recoverable Errors1 per 10^15PERFORMANCEInternal Data Rate214 MBpsDrive Transfer Rate600 MBps (external)Average Latency4.16 msSpindle Speed7200 rpmENVIRONMENTAL PARAMETERSMin Storage Temperature-40 °FMax Storage Temperature158 °FMin Operating Temperature41 °FMax Operating Temperature140 °FHEADERBrandSeagateProduct LineSeagate IronWolf ProModelST4000NE0025Packaged Quantity1CompatibilityPCBundled withSeagate Rescue Data RecoveryPOWER CONSUMPTIONModeactive, idle, sleep, standbyValue0.8 Watt, 6 Watt, 6.7 WattDIMENSIONS & WEIGHTWidth4 inDepth5.8 inHeight1 inWeight23.98 ozSERVICE & SUPPORTType5 years warrantySERVICE & SUPPORT DETAILSService Includeddata recoveryFull Contract Period2 years, 5 yearsTypeinsurance, limited warrantySHOCK & VIBRATION TOLERANCEShock Acceleration (Operating)70 gShock Duration (Operating)2 msShock Acceleration (Non-operating)300 gShock Duration (Non-operating)2 msVibration Acceleration (Non-operating)5 gVibration Frequency Range (Non-operating)10-500 HzRELIABILITYNon-Recoverable Errors1 per 10^15MTBF1,200,000 hoursGENERALManufacturerSeagate Technology[/additional]Tough, ready and scalable, Seagate IronWolf Pro drives (up to 10TB) come with AgileArray technology focusing on drive balance, RAID optimization with error recovery control, and power management on NAS enclosures.You also have Rescue Data Recovery service for that extra peace of mind your digital assets can appreciate. Optimized for 1-to-16-bay NAS enclosures for creative pro and small- to medium-sized enterprise enclosures, IronWolf Pro drives are enhanced with AgileArray technology and Rotational Vibration (RV) sensors.",191.33,USD,"COL brand VAL  COL title VAL 6TB - Seagate Enterprise Ironwolf Pro SATA - ST6000NE000 COL description VAL [shortdesc]Seagate IronWolf Pro ST6000NE000 (REPLACES ST6000NE0023) 6TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5\"" Internal Hard Drive Bare Drive.7200 RPM 256MB CacheSATA 6.0Gb/sEnterprise NAS Hard Drives[/shortdesc][additional]GENERALInterfaceSATA 6Gb/sBytes per Sector512Buffer Size256MBWeight23.98 ozManufacturerSeagate TechnologyMISCELLANEOUSMTBF1200000 secINTERFACE PROVIDEDQty1Storage InterfaceSerial ATA-600EXPANSION & CONNECTIVITYInterfaces1 x SATA 6 Gb/sHARD DRIVEForm Factor3.5\""Spindle Speed7200 rpmFeatures24x7 availability, AgileArray, Hot-Plug Support, rotation vibration sensorHard Drive Typeinternal hard driveForm Factor (Short)3.5\""Form Factor (metric)8.9 cmForm Factor (Short) (metric)8.9 cmStorage InterfaceSerial ATA-600InterfaceSerial ATA-600Average Latency4.16 msData Transfer Rate600 MBpsInternal Data Rate214 MBpsBuffer Size256MBBytes per Sector512 HzNon-Recoverable Errors1 per 10^15PERFORMANCEInternal Data Rate214 MBpsDrive Transfer Rate600 MBps (external)Average Latency4.16 msSpindle Speed7200 rpmENVIRONMENTAL PARAMETERSMin Storage Temperature-40 °FMax Storage Temperature158 °FMin Operating Temperature41 °FMax Operating Temperature140 °FHEADERBrandSeagateProduct LineSeagate IronWolf ProModelST4000NE0025Packaged Quantity1CompatibilityPCBundled withSeagate Rescue Data RecoveryPOWER CONSUMPTIONModeactive, idle, sleep, standbyValue0.8 Watt, 6 Watt, 6.7 WattDIMENSIONS & WEIGHTWidth4 inDepth5.8 inHeight1 inWeight23.98 ozSERVICE & SUPPORTType5 years warrantySERVICE & SUPPORT DETAILSService Includeddata recoveryFull Contract Period2 years, 5 yearsTypeinsurance, limited warrantySHOCK & VIBRATION TOLERANCEShock Acceleration (Operating)70 gShock Duration (Operating)2 msShock Acceleration (Non-operating)300 gShock Duration (Non-operating)2 msVibration Acceleration (Non-operating)5 gVibration Frequency Range (Non-operating)10-500 HzRELIABILITYNon-Recoverable Errors1 per 10^15MTBF1,200,000 hoursGENERALManufacturerSeagate Technology[/additional]Tough, ready and scalable, Seagate IronWolf Pro drives (up to 10TB) come with AgileArray technology focusing on drive balance, RAID optimization with error recovery control, and power management on NAS enclosures.You also have Rescue Data Recovery service for that extra peace of mind your digital assets can appreciate. Optimized for 1-to-16-bay NAS enclosures for creative pro and small- to medium-sized enterprise enclosures, IronWolf Pro drives are enhanced with AgileArray technology and Rotational Vibration (RV) sensors. COL price VAL 191.33 COL priceCurrency VAL USD"
24382278,,Swiss Military Hanowa Undercover 06-4307.30.007,06-430730007,4936.00,CZK,COL brand VAL  COL title VAL Swiss Military Hanowa Undercover 06-4307.30.007 COL description VAL 06-430730007 COL price VAL 4936.00 COL priceCurrency VAL CZK
81572383,Corsair,Corsair Wentylator Air ML140 MAGNETIC 140mmTwin Pack,Corsair Wentylator Air ML140 MAGNETIC 140mmTwin Pack,0,,COL brand VAL Corsair COL title VAL Corsair Wentylator Air ML140 MAGNETIC 140mmTwin Pack COL description VAL Corsair Wentylator Air ML140 MAGNETIC 140mmTwin Pack COL price VAL 0 COL priceCurrency VAL 
77571855,Logitech,Logitech H650e Stereo USB Profesional Headset,"USB Headset Stereo H650eRefurbished, LIKE NEW / Ex-display / Broken package / repacked to non retail package / 12 months warranty / 30 days return policy Logitech’s unified communications USB headset portfolio combines enterprise-quality audio performance with the human-centric design and user-friendly features Logitech is known for. These headsets are designed to be comfortable, stylish and intuitive so people actually love to use them – further enhancing UC collaboration in your workplace. The Logitech USB Headset Stereo H650e features a clever LED light that visually signals to others that you are on a call, preventing accidental interruptions. The inline call command controller features easy-to-access buttons, and the double-ear corded design is ideal for employees who need to block off surrounding noise for laser-like focus during desktop calls. Ultra-light weight without sacrificing high-quality audio, the H650e Stereo can be worn comfortably all day and features an acoustic echo cancellation and a noise-cancelling microphone to help eliminate background distractions in noisy workspaces. Experience enterprise-grade audio headsets that are designed for real people with the Logitech USB Headset Stereo H650e.CompatibilityWindows Vista, Windows 7 Windows 8, 10 (32-bit or 64-bit) / Mac OS 10.7 or higher / Linux / Available USB portIn-call LED red-light indicatorLocated on the backside of the boom, this red light provides a visual alert to those behind you that you are on a call, preventing accidental disturbances during calls.Quick-access inline controllerControl the call with answer/end, volume up/down and mute buttons. The volume-up button is strategically built higher than the others providing a point of reference for your fingers and allowing you to control the call without looking away from your work.Flat no-tangle cableAvoid cord tangles so you can put the headset on quickly and easily.Flexible microphone boomRotate the boom up or down and bend it left or right to move it closer to your mouth, enabling optimal placement for voice pickup.Dynamic equaliserAutomatically switches between voice and music modes, delivering the best sound quality for what the user is listening to.Brand name LogitechItem Weight 118 gProduct Dimensions 17.4 x 5 x 16.5 cmItem model number 981-000519Series H650EColor Black, SilverForm Factor Headband HeadsetWarranty 12 months",42.50,GBP,"COL brand VAL Logitech COL title VAL Logitech H650e Stereo USB Profesional Headset COL description VAL USB Headset Stereo H650eRefurbished, LIKE NEW / Ex-display / Broken package / repacked to non retail package / 12 months warranty / 30 days return policy Logitech’s unified communications USB headset portfolio combines enterprise-quality audio performance with the human-centric design and user-friendly features Logitech is known for. These headsets are designed to be comfortable, stylish and intuitive so people actually love to use them – further enhancing UC collaboration in your workplace. The Logitech USB Headset Stereo H650e features a clever LED light that visually signals to others that you are on a call, preventing accidental interruptions. The inline call command controller features easy-to-access buttons, and the double-ear corded design is ideal for employees who need to block off surrounding noise for laser-like focus during desktop calls. Ultra-light weight without sacrificing high-quality audio, the H650e Stereo can be worn comfortably all day and features an acoustic echo cancellation and a noise-cancelling microphone to help eliminate background distractions in noisy workspaces. Experience enterprise-grade audio headsets that are designed for real people with the Logitech USB Headset Stereo H650e.CompatibilityWindows Vista, Windows 7 Windows 8, 10 (32-bit or 64-bit) / Mac OS 10.7 or higher / Linux / Available USB portIn-call LED red-light indicatorLocated on the backside of the boom, this red light provides a visual alert to those behind you that you are on a call, preventing accidental disturbances during calls.Quick-access inline controllerControl the call with answer/end, volume up/down and mute buttons. The volume-up button is strategically built higher than the others providing a point of reference for your fingers and allowing you to control the call without looking away from your work.Flat no-tangle cableAvoid cord tangles so you can put the headset on quickly and easily.Flexible microphone boomRotate the boom up or down and bend it left or right to move it closer to your mouth, enabling optimal placement for voice pickup.Dynamic equaliserAutomatically switches between voice and music modes, delivering the best sound quality for what the user is listening to.Brand name LogitechItem Weight 118 gProduct Dimensions 17.4 x 5 x 16.5 cmItem model number 981-000519Series H650EColor Black, SilverForm Factor Headband HeadsetWarranty 12 months COL price VAL 42.50 COL priceCurrency VAL GBP"
12748766,,Catalyst 2960 Plus-48TC-L,"The Cisco® Catalyst® 2960-Plus Series Switches are fixed-configuration Fast Ethernet switches (Figure 1) that provide enterprise-class Layer 2 switching for branch offices, conventional workspaces, and infrastructure applications. They enable reliable and secure operations with lower total cost of ownership through a range of Cisco IOS® software features, including Cisco Catalyst SmartOperations. For more detail: https://www.cisco.com/c/en/us/support/switches/catalyst-2960-plus-48tc-l-switch/model.html",17982.22,HKD,"COL brand VAL  COL title VAL Catalyst 2960 Plus-48TC-L COL description VAL The Cisco® Catalyst® 2960-Plus Series Switches are fixed-configuration Fast Ethernet switches (Figure 1) that provide enterprise-class Layer 2 switching for branch offices, conventional workspaces, and infrastructure applications. They enable reliable and secure operations with lower total cost of ownership through a range of Cisco IOS® software features, including Cisco Catalyst SmartOperations. For more detail: https://www.cisco.com/c/en/us/support/switches/catalyst-2960-plus-48tc-l-switch/model.html COL price VAL 17982.22 COL priceCurrency VAL HKD"
96154364,Shimano,Shimano Dura Ace R9100 11-Speed Cassette,Shimano 11 SpeedDura Ace R9100For our full range of Chain Devices & Bash Rings visit Evans Cycles,£229.99,GBP,COL brand VAL Shimano COL title VAL Shimano Dura Ace R9100 11-Speed Cassette COL description VAL Shimano 11 SpeedDura Ace R9100For our full range of Chain Devices & Bash Rings visit Evans Cycles COL price VAL £229.99 COL priceCurrency VAL GBP
43089195,,APC - Battery Unit - Sealed Lead,APC Replacement Battery Cartridge # 124,1241.25,SEK,COL brand VAL  COL title VAL APC - Battery Unit - Sealed Lead COL description VAL APC Replacement Battery Cartridge # 124 COL price VAL 1241.25 COL priceCurrency VAL SEK
54420990,,"ML120 PRO 120mm, Red LEDs, 2400 RPM, 75 CFM, 37 dBA, Cooling Fan","ML120 PRO 120mm, Red LEDs, 2400 RPM, 75 CFM, 37 dBA, Cooling Fan",28.65,USD,"COL brand VAL  COL title VAL ML120 PRO 120mm, Red LEDs, 2400 RPM, 75 CFM, 37 dBA, Cooling Fan COL description VAL ML120 PRO 120mm, Red LEDs, 2400 RPM, 75 CFM, 37 dBA, Cooling Fan COL price VAL 28.65 COL priceCurrency VAL USD"
28155201,,SanDisk Extreme MicroSDHC UHS-I Card SDSQXAF-032G-GN6MA,"SanDisk Extreme MicroSDXC Memory Card - Class 10 - A1 - V30 - UHS-I (U3)Features:- Application performance class 1 (A1) rating ensures stable opening and usage of your preferred applications- UHS speed class 3 (U3) tech, for an unmatched transfer rate performance on all UHS-I supported devices- UHS video speed class 30 (V30) with sustained recording rate of 30 MB/s, for UHD 4K videos and Full HD videos- This memory card is super durable and X-ray proof, Waterproof, shock and temperature resistant- Supported RescurePro Deluxe software - downloadable program that will quickly and easily recover deleted data- SanDisk Extreme memory card is recommended by GoPro for all Hero4, Hero3+, Hero3, Hero and Hero+ LCD devices- Included SD adapter - access to your valuable data from any SDXC supported device- This phenomenal memory card is compatible with all microSDXC and SDXC host devicesTechnical data:- Memory card capacity: 64GB / 128GB / 256GB- Application performance class 1 (A1)- UHS Video speed class 30 (V30)- UHS-I (U3) / Class 10 speed rating- Write speed rate: up to 90 MB/s*- Read speed rate: up to 100 MB/s- SD adapter includedPackage: Euroblister* SanDisk Extreme MicroSDXC Card, 128GB / 256GB - write speed up to 90 MB/s* SanDisk Extreme MicroSDXC Card, 64GB - write speed up to 60 MB/s",12.30,GBP,"COL brand VAL  COL title VAL SanDisk Extreme MicroSDHC UHS-I Card SDSQXAF-032G-GN6MA COL description VAL SanDisk Extreme MicroSDXC Memory Card - Class 10 - A1 - V30 - UHS-I (U3)Features:- Application performance class 1 (A1) rating ensures stable opening and usage of your preferred applications- UHS speed class 3 (U3) tech, for an unmatched transfer rate performance on all UHS-I supported devices- UHS video speed class 30 (V30) with sustained recording rate of 30 MB/s, for UHD 4K videos and Full HD videos- This memory card is super durable and X-ray proof, Waterproof, shock and temperature resistant- Supported RescurePro Deluxe software - downloadable program that will quickly and easily recover deleted data- SanDisk Extreme memory card is recommended by GoPro for all Hero4, Hero3+, Hero3, Hero and Hero+ LCD devices- Included SD adapter - access to your valuable data from any SDXC supported device- This phenomenal memory card is compatible with all microSDXC and SDXC host devicesTechnical data:- Memory card capacity: 64GB / 128GB / 256GB- Application performance class 1 (A1)- UHS Video speed class 30 (V30)- UHS-I (U3) / Class 10 speed rating- Write speed rate: up to 90 MB/s*- Read speed rate: up to 100 MB/s- SD adapter includedPackage: Euroblister* SanDisk Extreme MicroSDXC Card, 128GB / 256GB - write speed up to 90 MB/s* SanDisk Extreme MicroSDXC Card, 64GB - write speed up to 60 MB/s COL price VAL 12.30 COL priceCurrency VAL GBP"
13628094,,ASUS Radeon RX 5500 XT ROG Strix OC 8GB,"Grafikkort, PCI-Express 4.0, 8GB GDDR6, Navi",1999.00,DKK,"COL brand VAL  COL title VAL ASUS Radeon RX 5500 XT ROG Strix OC 8GB COL description VAL Grafikkort, PCI-Express 4.0, 8GB GDDR6, Navi COL price VAL 1999.00 COL priceCurrency VAL DKK"
31345669,Corsair,16GB Corsair Vengeance LPX schwarz DDR4-2400 DIMM CL14 Single,,60.99,,COL brand VAL Corsair COL title VAL 16GB Corsair Vengeance LPX schwarz DDR4-2400 DIMM CL14 Single COL description VAL  COL price VAL 60.99 COL priceCurrency VAL 
47105941,OKI,Genuine Cyan OKI 44844507 Toner Cartridge - (44844507 Laser Printer Cartridge),"Genuine Oki 44844507 Cyan TonerPictures and images produced by the Oki 44844507 cyan toner cartridge are superior in terms of colour and longevity. This type of toner is intended for specific Oki laser printers. The Oki 44844507 cyan toner delivers consistent output, making sure images are not too dull or dark. You can save a lot of money by using the genuine Oki 44844507 toner cartridge, which is designed to be long-lasting and reliable from start to finish.Get the Oki 44844507 Toner At A Very Low PricePurchasing genuine supplies, like this original Oki 44844507 toner, is made easier and cheaper here at Cartridge Save. We offer thousands of printer products at affordable prices. We even provide a free next day delivery service and a low price promise. You can order the Oki 44844507 replacement cartridge over the phone or online. All major credit cards are accepted. The dedicated sales department can assist you in tracking down the Oki 44844507 cyan cartridge and all of your other printing needs. The customer account area features a convenient reorder tool that you can use the next time you need to purchase the Oki 44844507 laser toner.",198.60,GBP,"COL brand VAL OKI COL title VAL Genuine Cyan OKI 44844507 Toner Cartridge - (44844507 Laser Printer Cartridge) COL description VAL Genuine Oki 44844507 Cyan TonerPictures and images produced by the Oki 44844507 cyan toner cartridge are superior in terms of colour and longevity. This type of toner is intended for specific Oki laser printers. The Oki 44844507 cyan toner delivers consistent output, making sure images are not too dull or dark. You can save a lot of money by using the genuine Oki 44844507 toner cartridge, which is designed to be long-lasting and reliable from start to finish.Get the Oki 44844507 Toner At A Very Low PricePurchasing genuine supplies, like this original Oki 44844507 toner, is made easier and cheaper here at Cartridge Save. We offer thousands of printer products at affordable prices. We even provide a free next day delivery service and a low price promise. You can order the Oki 44844507 replacement cartridge over the phone or online. All major credit cards are accepted. The dedicated sales department can assist you in tracking down the Oki 44844507 cyan cartridge and all of your other printing needs. The customer account area features a convenient reorder tool that you can use the next time you need to purchase the Oki 44844507 laser toner. COL price VAL 198.60 COL priceCurrency VAL GBP"
43030325,,Evans EMAD 2 Clear Batter Bass Drumhead 22 in.,"OVERVIEWApply just the right amount of dampening to your bass drum.With the included damping rings, the user can change the amount of ring in seconds to maximize attack and low end. 2-ply head.",48.99,USD,"COL brand VAL  COL title VAL Evans EMAD 2 Clear Batter Bass Drumhead 22 in. COL description VAL OVERVIEWApply just the right amount of dampening to your bass drum.With the included damping rings, the user can change the amount of ring in seconds to maximize attack and low end. 2-ply head. COL price VAL 48.99 COL priceCurrency VAL USD"
62622396,,Tello Part 9 Battery Hub,,2.5E1,USD,COL brand VAL  COL title VAL Tello Part 9 Battery Hub COL description VAL  COL price VAL 2.5E1 COL priceCurrency VAL USD
26145620,,"APC - Smart-UPS RT 192V RM Battery Pack - Batterihölje ( kan monteras i rack ) - 4 x Bly-syra - 6U - 19\""","APC Smart-UPS RT 192V RM Battery Pack - Batterihölje ( kan monteras i rack ) - 4 x Bly-syra - 6U - 19\"" (SURT192RMXLBP2) - Kapacitet: 0VA - Produkt: Extra batteri",35101.25,SEK,"COL brand VAL  COL title VAL APC - Smart-UPS RT 192V RM Battery Pack - Batterihölje ( kan monteras i rack ) - 4 x Bly-syra - 6U - 19\"" COL description VAL APC Smart-UPS RT 192V RM Battery Pack - Batterihölje ( kan monteras i rack ) - 4 x Bly-syra - 6U - 19\"" (SURT192RMXLBP2) - Kapacitet: 0VA - Produkt: Extra batteri COL price VAL 35101.25 COL priceCurrency VAL SEK"
50265369,,Motherboard Asus Mboard p/ socket AM4 90MB11B0-M0EAY0,245.90823529411767,0,EUR,COL brand VAL  COL title VAL Motherboard Asus Mboard p/ socket AM4 90MB11B0-M0EAY0 COL description VAL 245.90823529411767 COL price VAL 0 COL priceCurrency VAL EUR
57887557,Kingston,Kingston DataTraveler microDuo 3.0 - 16 GB,System Specific,7.99,EUR,COL brand VAL Kingston COL title VAL Kingston DataTraveler microDuo 3.0 - 16 GB COL description VAL System Specific COL price VAL 7.99 COL priceCurrency VAL EUR
12655453,Dymo,Genuine Dymo D1 Standard Label 24mm x 7m - Black on Yellow,,26.46,AUD,COL brand VAL Dymo COL title VAL Genuine Dymo D1 Standard Label 24mm x 7m - Black on Yellow COL description VAL  COL price VAL 26.46 COL priceCurrency VAL AUD
62373036,Manfrotto,Manfrotto MKBFRTA4BK-BH Befree Advanced Alu Reisestativ Kit Twist schwarz,Manfrotto MKBFRTA4BK-BH Befree Advanced Alu Reisestativ Kit Twist schwarz,154.99,EUR,COL brand VAL Manfrotto COL title VAL Manfrotto MKBFRTA4BK-BH Befree Advanced Alu Reisestativ Kit Twist schwarz COL description VAL Manfrotto MKBFRTA4BK-BH Befree Advanced Alu Reisestativ Kit Twist schwarz COL price VAL 154.99 COL priceCurrency VAL EUR
42103916,,Switch TP-LINK - GIGABIT SMART SWITCH,,2.8299E2,EUR,COL brand VAL  COL title VAL Switch TP-LINK - GIGABIT SMART SWITCH COL description VAL  COL price VAL 2.8299E2 COL priceCurrency VAL EUR
16009557,,Jabra EVOLVE 40 UC Mono headset,"Corded mono headset for VoIP softphone, mobile phone and tablet. USB adapter with 3.5 mm jack integrated into the phone and tablet control unit allows you to easily connect your headset to your PC, smartphone and tablet.Busy light signals user availability.Microphone boom arm can be integrated into the headband when not on a call or simply listening to music.Leatherette ear cushions.Soft pouch included.",63.68,EUR,"COL brand VAL  COL title VAL Jabra EVOLVE 40 UC Mono headset COL description VAL Corded mono headset for VoIP softphone, mobile phone and tablet. USB adapter with 3.5 mm jack integrated into the phone and tablet control unit allows you to easily connect your headset to your PC, smartphone and tablet.Busy light signals user availability.Microphone boom arm can be integrated into the headband when not on a call or simply listening to music.Leatherette ear cushions.Soft pouch included. COL price VAL 63.68 COL priceCurrency VAL EUR"
53645120,,SanDisk CFast 2.0 Extreme Pro 64GB,SanDisk Extreme PRO CFast 2.0 Memory Card A New Level of Performance for Leading-Edge Cameras and Camcorders,"€ 159,00",EUR,"COL brand VAL  COL title VAL SanDisk CFast 2.0 Extreme Pro 64GB COL description VAL SanDisk Extreme PRO CFast 2.0 Memory Card A New Level of Performance for Leading-Edge Cameras and Camcorders COL price VAL € 159,00 COL priceCurrency VAL EUR"
90496399,,G.Skill Trident Z Neo 16GB (2x8GB) 3600MHz DDR4 Desktop Memory Kit,,169.00,AUD,COL brand VAL  COL title VAL G.Skill Trident Z Neo 16GB (2x8GB) 3600MHz DDR4 Desktop Memory Kit COL description VAL  COL price VAL 169.00 COL priceCurrency VAL AUD
29956251,,Evans TT13EC2S EC2 Clear SST,,18.9,EUR,COL brand VAL  COL title VAL Evans TT13EC2S EC2 Clear SST COL description VAL  COL price VAL 18.9 COL priceCurrency VAL EUR
22804415,Manfrotto,Manfrotto Stativkopf Fluid Video Neiger MVH500AH,Manfrotto Stativkopf Fluid Video Neiger MVH500AH,152.01,EUR,COL brand VAL Manfrotto COL title VAL Manfrotto Stativkopf Fluid Video Neiger MVH500AH COL description VAL Manfrotto Stativkopf Fluid Video Neiger MVH500AH COL price VAL 152.01 COL priceCurrency VAL EUR
88215321,,Sigma 35mm f/1.4 DG HSM | Art - Nikon F Nikon Lenses (F mount) 340955,Sigma 35mm f/1.4 DG HSM | Art - Nikon F Nikon Lenses (F mount) 340955. 35mm f/1.4 DG HSM - Nikon Fit. Sigma. 340955. 085126340551,619,GBP,COL brand VAL  COL title VAL Sigma 35mm f/1.4 DG HSM | Art - Nikon F Nikon Lenses (F mount) 340955 COL description VAL Sigma 35mm f/1.4 DG HSM | Art - Nikon F Nikon Lenses (F mount) 340955. 35mm f/1.4 DG HSM - Nikon Fit. Sigma. 340955. 085126340551 COL price VAL 619 COL priceCurrency VAL GBP
45804516,,E260A11E CompatibleLexmark Black Toner (3500 pages),Compatible Printer Models :Compatible TonersLexmarkE260E260DE260DNE360DE360DNE460DNE460DWE462DTN,490,SEK,COL brand VAL  COL title VAL E260A11E CompatibleLexmark Black Toner (3500 pages) COL description VAL Compatible Printer Models :Compatible TonersLexmarkE260E260DE260DNE360DE360DNE460DNE460DWE462DTN COL price VAL 490 COL priceCurrency VAL SEK
30299130,,Traveler's Notebook / Passport Size - Blue,"/ A TRAVELER'S Notebook you can fit in your pocket// Includes a cotton carry case and spare bands// Prepacked with 1 x Passport 003 Plain Notebook Refill// Doubles as a beautiful passport coverThe Passport Size Traveler's Notebook: your passport for the journey of life.When you open up the Traveler's Notebook, two things are immediately apparent: that a great deal of care and attention has gone into making this product and, that you'll be keeping this notebook for a lifetime.The Traveler's Notebook features a very high quality leather cover, every one of which is handmade by local workers in Chiangmai, Thailand.The leather itself is 2mm thick, vegetable-tanned and being genuine and unprocessed, it still has its original scratches and marks all of which contribute to its very 'raw' natural feel. The notebook very quickly acquires a well-travelled look and feel.Users of the black leather Traveler's Notebook may even find a fine layer of white powder on the notebook when first used. This is natural fat from the unprocessed leather and is evidence of the TN's raw natural state; it is easily removed with a quick wipe using a soft cloth.As you use your Traveler's Notebook, it takes on character; a map of your travels and a mark of its use. Over the years, Traveler's Notebook will become your lifetime companion. Care for your Traveler's Notebook by buffing and nurturing the leather and it will stay in optimum condition for many years to come.The really special thing about the Traveler's Notebook is the range of accessories and refills available. They add great functionality to what is already a beautiful notebook, turning into an indispensible travel companion. We stock the full range and will add new accessories and refills as they are created.What's includedUnwrap your new passport size Traveler's Notebook and inside its packaging you'll find:- Traveler's Notebook Leather Cover- Blank Notebook refill (003)- Cotton Case for the Notebook- Spare Rubber Bands// Leather Cover / H134 x W98 x D10mm // Notebook / H124 x W89 x D4mm",4.49E1,EUR,"COL brand VAL  COL title VAL Traveler's Notebook / Passport Size - Blue COL description VAL / A TRAVELER'S Notebook you can fit in your pocket// Includes a cotton carry case and spare bands// Prepacked with 1 x Passport 003 Plain Notebook Refill// Doubles as a beautiful passport coverThe Passport Size Traveler's Notebook: your passport for the journey of life.When you open up the Traveler's Notebook, two things are immediately apparent: that a great deal of care and attention has gone into making this product and, that you'll be keeping this notebook for a lifetime.The Traveler's Notebook features a very high quality leather cover, every one of which is handmade by local workers in Chiangmai, Thailand.The leather itself is 2mm thick, vegetable-tanned and being genuine and unprocessed, it still has its original scratches and marks all of which contribute to its very 'raw' natural feel. The notebook very quickly acquires a well-travelled look and feel.Users of the black leather Traveler's Notebook may even find a fine layer of white powder on the notebook when first used. This is natural fat from the unprocessed leather and is evidence of the TN's raw natural state; it is easily removed with a quick wipe using a soft cloth.As you use your Traveler's Notebook, it takes on character; a map of your travels and a mark of its use. Over the years, Traveler's Notebook will become your lifetime companion. Care for your Traveler's Notebook by buffing and nurturing the leather and it will stay in optimum condition for many years to come.The really special thing about the Traveler's Notebook is the range of accessories and refills available. They add great functionality to what is already a beautiful notebook, turning into an indispensible travel companion. We stock the full range and will add new accessories and refills as they are created.What's includedUnwrap your new passport size Traveler's Notebook and inside its packaging you'll find:- Traveler's Notebook Leather Cover- Blank Notebook refill (003)- Cotton Case for the Notebook- Spare Rubber Bands// Leather Cover / H134 x W98 x D10mm // Notebook / H124 x W89 x D4mm COL price VAL 4.49E1 COL priceCurrency VAL EUR"
821722,,"3M - Privacy filter for desktop 27\""\"" widescreen (59,8x33,7)","3M Privacy filter for desktop 27\""\"" widescreen (59, 8x33, 7) (7000031980) - Typ: Skärmskydd",1940.00,SEK,"COL brand VAL  COL title VAL 3M - Privacy filter for desktop 27\""\"" widescreen (59,8x33,7) COL description VAL 3M Privacy filter for desktop 27\""\"" widescreen (59, 8x33, 7) (7000031980) - Typ: Skärmskydd COL price VAL 1940.00 COL priceCurrency VAL SEK"
88682962,,Epson Fox Multipack 4 colori,Multipack 4 colori,48.56,EUR,COL brand VAL  COL title VAL Epson Fox Multipack 4 colori COL description VAL Multipack 4 colori COL price VAL 48.56 COL priceCurrency VAL EUR
45334125,,Pen Drive SanDisk 64GB Cruzer Glide USB 2.0,,"9,86",EUR,"COL brand VAL  COL title VAL Pen Drive SanDisk 64GB Cruzer Glide USB 2.0 COL description VAL  COL price VAL 9,86 COL priceCurrency VAL EUR"
40848058,,"Epson T603700 Light Black Ink 220ml UltraChrome for SP 7800, 7880 & 9800, 9880",,169.00,CAD,"COL brand VAL  COL title VAL Epson T603700 Light Black Ink 220ml UltraChrome for SP 7800, 7880 & 9800, 9880 COL description VAL  COL price VAL 169.00 COL priceCurrency VAL CAD"
95019292,,Daniel Wellington Medium Rose Gold Black Canvas Watch DW00100150,Daniel Wellington Medium Rose Gold Black Canvas Watch DW00100150,149.00,EUR,COL brand VAL  COL title VAL Daniel Wellington Medium Rose Gold Black Canvas Watch DW00100150 COL description VAL Daniel Wellington Medium Rose Gold Black Canvas Watch DW00100150 COL price VAL 149.00 COL priceCurrency VAL EUR
49322605,Shimano,Cassette 105 CS-R7000 11 vitesses,Cassette Shimano 105 11 vitesses,75.0,CAD,COL brand VAL Shimano COL title VAL Cassette 105 CS-R7000 11 vitesses COL description VAL Cassette Shimano 105 11 vitesses COL price VAL 75.0 COL priceCurrency VAL CAD
